web-scraper-order,web-scraper-start-url,page-link,page-link-href,Nombre_pieces,Nombre_salle,Supeficie,Adresse
"1716417640-108","https://sn.coinafrique.com/categorie/villas?page=9","Location villa 6 pièces - Yoff","https://sn.coinafrique.com/annonce/villas/location-villa-6-pieces-yoff-4571459","Nbre de pièces6","Nbre de salles de bain4","Superficie585","Yoff, Dakar, Sénégal"
"1716417643-109","https://sn.coinafrique.com/categorie/villas?page=9","Location villa 05 pièces - Dakar","https://sn.coinafrique.com/annonce/villas/location-villa-05-pieces-dakar-4571645","Nbre de pièces5","Nbre de salles de bain2","Superficie200","Dakar, Sénégal"
"1716417646-110","https://sn.coinafrique.com/categorie/villas?page=9","Location villa 4 pièces - Mamelles","https://sn.coinafrique.com/annonce/villas/location-villa-4-pieces-mamelles-4524012","Nbre de pièces4","Nbre de salles de bain1","Superficie160","Mamelles, Dakar, Sénégal"
"1716417649-111","https://sn.coinafrique.com/categorie/villas?page=9","Loication villa meublée 5 pièces  - Saly","https://sn.coinafrique.com/annonce/villas/loication-villa-meublee-5-pieces-saly-4572704","Nbre de pièces5","Nbre de salles de bain4","Superficie600","Saly, Sénégal"
"1716417651-112","https://sn.coinafrique.com/categorie/villas?page=9","Vente villa - Simone","https://sn.coinafrique.com/annonce/villas/vente-villa-simone-4572734","Nbre de pièces2","Nbre de salles de bain5","Superficie600 m2","Mbour, Sénégal"
"1716417655-113","https://sn.coinafrique.com/categorie/villas?page=9","Vente villa 3 pièces - Somone","https://sn.coinafrique.com/annonce/villas/vente-villa-3-pieces-somone-4572746","Nbre de pièces2","Nbre de salles de bain3","Superficie600 m2","Mbour, Sénégal"
"1716417658-114","https://sn.coinafrique.com/categorie/villas?page=9","Location villa 6 pièces  -  Mamelle","https://sn.coinafrique.com/annonce/villas/location-villa-6-pieces-mamelle-4572882","Nbre de pièces5","Nbre de salles de bain5","Superficie1 m2","Mamelles, Dakar, Sénégal"
"1716417661-115","https://sn.coinafrique.com/categorie/villas?page=9","Location villa 9 pièces - Point E","https://sn.coinafrique.com/annonce/villas/location-villa-9-pieces-point-e-4572908","Nbre de pièces9","Nbre de salles de bain5","Superficie500","Point E, Dakar, Sénégal"
"1716417664-116","https://sn.coinafrique.com/categorie/villas?page=9","Vente villa 4 pièces - Keur Massar","https://sn.coinafrique.com/annonce/villas/vente-villa-4-pieces-keur-massar-4573066","Superficie150 m2","","","Dakar, Sénégal"
"1716417667-117","https://sn.coinafrique.com/categorie/villas?page=9","Vente villas 8 pièces - Guediawaye","https://sn.coinafrique.com/annonce/villas/vente-villas-8-pieces-guediawaye-4573336","Nbre de pièces8","Nbre de salles de bain3","Superficie192","Guediawaye, Dakar, Sénégal"
"1716417670-118","https://sn.coinafrique.com/categorie/villas?page=9","Vente villas 5 pièces - Ndayane","https://sn.coinafrique.com/annonce/villas/vente-villas-5-pieces-ndayane-4573342","Nbre de pièces5","Nbre de salles de bain3","Superficie400","Mbour, Sénégal"
"1716417673-119","https://sn.coinafrique.com/categorie/villas?page=9","Location villa 5 pièces - Dakar Plateau","https://sn.coinafrique.com/annonce/villas/location-villa-5-pieces-dakar-plateau-4525684","Nbre de pièces6","Nbre de salles de bain5","Superficie1000 m2","Dakar Plateau, Dakar, Sénégal"
"1716417676-120","https://sn.coinafrique.com/categorie/villas?page=9","Location villa 6 pièces - Dakar plateau","https://sn.coinafrique.com/annonce/villas/location-villa-6-pieces-dakar-plateau-4525679","Nbre de pièces6","Nbre de salles de bain5","Superficie1000","Dakar Plateau, Dakar, Sénégal"
"1716417679-121","https://sn.coinafrique.com/categorie/villas?page=9","Location villa 10 pièces - Point E","https://sn.coinafrique.com/annonce/villas/location-villa-10-pieces-point-e-4529772","Nbre de pièces10","Nbre de salles de bain7","","Point E, Dakar, Sénégal"
"1716417682-122","https://sn.coinafrique.com/categorie/villas?page=9","Vente villa - Keur Massar","https://sn.coinafrique.com/annonce/villas/vente-villa-keur-massar-4574219","Nbre de pièces3","Nbre de salles de bain1","Superficie179 m2","Guediawaye, Dakar, Sénégal"
"1716417685-123","https://sn.coinafrique.com/categorie/villas?page=9","Vente villa  4 pièces - Keur massar","https://sn.coinafrique.com/annonce/villas/vente-villa-4-pieces-keur-massar-4574254","Superficie150","","","Keur Massar, Sénégal"
"1716417688-124","https://sn.coinafrique.com/categorie/villas?page=9","Vente villa 4 pièces - Rufisque","https://sn.coinafrique.com/annonce/villas/vente-villa-4-pieces-rufisque-4574699","Nbre de pièces4","Nbre de salles de bain2","Superficie150 m2","Rufisque, Sénégal"
"1716417691-125","https://sn.coinafrique.com/categorie/villas?page=9","Location villa 5 pièces - Dakar plateau","https://sn.coinafrique.com/annonce/villas/location-villa-5-pieces-dakar-plateau-4537791","Nbre de pièces5","Nbre de salles de bain4","Superficie1000","Dakar Plateau, Dakar, Sénégal"
"1716417695-126","https://sn.coinafrique.com/categorie/villas?page=9","Location villa  9 pièces - Almadies","https://sn.coinafrique.com/annonce/villas/location-villa-9-pieces-almadies-4537983","Nbre de pièces9","Nbre de salles de bain8","Superficie500","Almadies, Dakar, Sénégal"
"1716417698-127","https://sn.coinafrique.com/categorie/villas?page=9","Location villa 7 pièces - Cité africa","https://sn.coinafrique.com/annonce/villas/location-villa-7-pieces-cite-africa-4527231","Nbre de pièces7","Nbre de salles de bain6","","Mamelles, Dakar, Sénégal"
"1716417701-128","https://sn.coinafrique.com/categorie/villas?page=9","Vente villa - Fann","https://sn.coinafrique.com/annonce/villas/vente-villa-fann-4575788","Superficie200","","","Fann, Dakar, Sénégal"
"1716417704-129","https://sn.coinafrique.com/categorie/villas?page=9","Location villa 04 pièces - Saly","https://sn.coinafrique.com/annonce/villas/location-villa-04-pieces-saly-4576182","Nbre de pièces4","Nbre de salles de bain4","Superficie300","Saly, Sénégal"
"1716417707-130","https://sn.coinafrique.com/categorie/villas?page=9","Vente villa 06 pièces - Mbour","https://sn.coinafrique.com/annonce/villas/vente-villa-06-pieces-mbour-4576291","Nbre de pièces6","Nbre de salles de bain2","Superficie250","Mbour, Sénégal"
"1716417710-131","https://sn.coinafrique.com/categorie/villas?page=9","Vente villa 5 pièces - Fatick","https://sn.coinafrique.com/annonce/villas/vente-villa-5-pieces-fatick-4577018","Nbre de pièces5","Nbre de salles de bain3","Superficie10785","Fatick, Sénégal"
"1716417712-132","https://sn.coinafrique.com/categorie/villas?page=9","Vente villa - Sicap Liberté 2","https://sn.coinafrique.com/annonce/villas/vente-villa-sicap-liberte-2-4529300","Superficie90","","","Sicap Liberté, Dakar, Sénégal"
"1716417716-133","https://sn.coinafrique.com/categorie/villas?page=9","Location villa 5 pièces - Ngor","https://sn.coinafrique.com/annonce/villas/location-villa-5-pieces-ngor-4533360","Nbre de pièces5","Nbre de salles de bain3","Superficie12","Ngor, Dakar, Sénégal"
"1716417719-134","https://sn.coinafrique.com/categorie/villas?page=9","Location villa 5 pièces  -  Senegal","https://sn.coinafrique.com/annonce/villas/location-villa-5-pieces-senegal-4577953","Nbre de pièces5","Nbre de salles de bain3","Superficie1000 m2","Fann, Dakar, Sénégal"
"1716417721-135","https://sn.coinafrique.com/categorie/villas?page=9","Vente villa 3 pièces - Keur Massar","https://sn.coinafrique.com/annonce/villas/vente-villa-3-pieces-keur-massar-4577978","Nbre de pièces3","Nbre de salles de bain2","Superficie157","Keur Massar, Sénégal"
"1716417724-136","https://sn.coinafrique.com/categorie/villas?page=9","Location villa 5 pièces - Fann","https://sn.coinafrique.com/annonce/villas/location-villa-5-pieces-fann-4577998","Nbre de pièces5","Nbre de salles de bain3","Superficie1000 m2","Fann, Dakar, Sénégal"
"1716417728-137","https://sn.coinafrique.com/categorie/villas?page=9","Location villa 5 pièces - Ngor Almadies","https://sn.coinafrique.com/annonce/villas/location-villa-5-pieces-ngor-almadies-4546689","Nbre de pièces6","Nbre de salles de bain4","","Ngor, Dakar, Sénégal"
"1716417730-138","https://sn.coinafrique.com/categorie/villas?page=9","Location villa 08 pièces - Cité Biagui","https://sn.coinafrique.com/annonce/villas/location-villa-08-pieces-cite-biagui-4535215","Nbre de pièces8","Nbre de salles de bain6","Superficie250","Yoff, Dakar, Sénégal"
"1716417734-139","https://sn.coinafrique.com/categorie/villas?page=9","Vente villa 04 pièces - Mbao","https://sn.coinafrique.com/annonce/villas/vente-villa-04-pieces-mbao-4579917","Nbre de pièces4","Nbre de salles de bain1","Superficie150","Mbao, Dakar, Sénégal"
"1716417737-140","https://sn.coinafrique.com/categorie/villas?page=9","Vente villa R+1- Ngor Amadies","https://sn.coinafrique.com/annonce/villas/vente-villa-r1-ngor-amadies-4580292","Superficie500","","","Ngor, Dakar, Sénégal"
"1716417740-141","https://sn.coinafrique.com/categorie/villas?page=9","Vente villa 5 pièces - Mamelles","https://sn.coinafrique.com/annonce/villas/vente-villa-5-pieces-mamelles-4537857","Nbre de pièces5","Nbre de salles de bain3","Superficie250","Mamelles, Dakar, Sénégal"
"1716417744-142","https://sn.coinafrique.com/categorie/villas?page=9","Location villa 5 pièces - Ngor","https://sn.coinafrique.com/annonce/villas/location-villa-5-pieces-ngor-4581085","Nbre de pièces5","Nbre de salles de bain4","","Ngor, Dakar, Sénégal"
"1716417749-143","https://sn.coinafrique.com/categorie/villas?page=9","Location villa 7 pièces - Mamelles","https://sn.coinafrique.com/annonce/villas/location-villa-7-pieces-mamelles-4534239","Nbre de pièces7","Nbre de salles de bain6","","Mamelles, Dakar, Sénégal"
"1716417752-144","https://sn.coinafrique.com/categorie/villas?page=9","Location villa 10 pièces - Ngor Almadies","https://sn.coinafrique.com/annonce/villas/location-villa-10-pieces-ngor-almadies-4534823","Nbre de pièces10","Nbre de salles de bain11","Superficie3500","Ngor, Dakar, Sénégal"
"1716417756-145","https://sn.coinafrique.com/categorie/villas?page=9","location villas 05 pièces - Almadies","https://sn.coinafrique.com/annonce/villas/location-villas-05-pieces-almadies-4534775","Nbre de pièces5","Nbre de salles de bain4","Superficie500","Almadies, Dakar, Sénégal"
"1716417758-146","https://sn.coinafrique.com/categorie/villas?page=9","Location villa 05 pièces - Almadies","https://sn.coinafrique.com/annonce/villas/location-villa-05-pieces-almadies-4534792","Nbre de pièces5","Nbre de salles de bain5","Superficie500","Almadies, Dakar, Sénégal"
"1716417762-147","https://sn.coinafrique.com/categorie/villas?page=9","Vente villa 7 pièces - Ngaparou","https://sn.coinafrique.com/annonce/villas/vente-villa-7-pieces-ngaparou-4583176","Nbre de pièces7","Nbre de salles de bain6","Superficie600","Ngaparou, Sénégal"
"1716417766-148","https://sn.coinafrique.com/categorie/villas?page=9","Location villa 4 pièces - Hann Bel Air","https://sn.coinafrique.com/annonce/villas/location-villa-4-pieces-hann-bel-air-4574071","","","","Hann Bel-Air, Dakar, Sénégal"
"1716417770-149","https://sn.coinafrique.com/categorie/villas?page=9","Location villa 7 pièces - Almadie","https://sn.coinafrique.com/annonce/villas/location-villa-7-pieces-almadie-4550927","Nbre de pièces7","Nbre de salles de bain7","","Almadies, Dakar, Sénégal"
"1716417773-150","https://sn.coinafrique.com/categorie/villas?page=9","Vente villa - Castor","https://sn.coinafrique.com/annonce/villas/vente-villa-castor-4544425","Nbre de pièces5","Nbre de salles de bain3","Superficie253","Dakar, Sénégal"
"1716417777-151","https://sn.coinafrique.com/categorie/villas?page=9","Location villa 9 pièces  - Ngor Almadies","https://sn.coinafrique.com/annonce/villas/location-villa-9-pieces-ngor-almadies-4540746","Nbre de pièces9","Nbre de salles de bain8","Superficie300 m2","Ngor, Dakar, Sénégal"
"1716417779-152","https://sn.coinafrique.com/categorie/villas?page=9","Location maison 5 pièces - Saint louis","https://sn.coinafrique.com/annonce/villas/location-maison-5-pieces-saint-louis-4584553","Nbre de pièces4","Nbre de salles de bain6","Superficie200","Saint Louis, Sénégal"
"1716417782-153","https://sn.coinafrique.com/categorie/villas?page=9","Location  maison meublée - Sénégal","https://sn.coinafrique.com/annonce/villas/location-maison-meublee-senegal-4584806","","","","Dakar Plateau, Dakar, Sénégal"
"1716417784-154","https://sn.coinafrique.com/categorie/villas?page=9","Vente villa 07 pièces - Almadie 2","https://sn.coinafrique.com/annonce/villas/vente-villa-07-pieces-almadie-2-4585292","Nbre de pièces11","Nbre de salles de bain5","Superficie307 m2","HLM, Dakar, Sénégal"
"1716417788-155","https://sn.coinafrique.com/categorie/villas?page=9","Vente villa 5 pièces - Liberté 4","https://sn.coinafrique.com/annonce/villas/vente-villa-5-pieces-liberte-4-4538721","Nbre de pièces5","Nbre de salles de bain1","Superficie150","Sicap Liberté, Dakar, Sénégal"
"1716417791-156","https://sn.coinafrique.com/categorie/villas?page=9","Location villa 5 pièces - Ngor","https://sn.coinafrique.com/annonce/villas/location-villa-5-pieces-ngor-4553256","Nbre de pièces5","Nbre de salles de bain4","","Ngor, Dakar, Sénégal"
"1716417795-157","https://sn.coinafrique.com/categorie/villas?page=9","Location villa 14 pièces - Yoff","https://sn.coinafrique.com/annonce/villas/location-villa-14-pieces-yoff-4538938","Nbre de pièces14","Nbre de salles de bain11","Superficie3500","Yoff, Dakar, Sénégal"
"1716417798-158","https://sn.coinafrique.com/categorie/villas?page=9","Vente villa - Castors Rufisque","https://sn.coinafrique.com/annonce/villas/vente-villa-castors-rufisque-4586494","Nbre de pièces8","Nbre de salles de bain2","Superficie180 m2","Rufisque, Sénégal"
"1716417802-159","https://sn.coinafrique.com/categorie/villas?page=9","Location villas - Sicap liberté","https://sn.coinafrique.com/annonce/villas/location-villas-sicap-liberte-4541225","","","","Sicap Liberté, Dakar, Sénégal"
"1716417804-160","https://sn.coinafrique.com/categorie/villas?page=9","Vente villa - Sacré-Cœur","https://sn.coinafrique.com/annonce/villas/vente-villa-sacre-cur-4541236","Superficie170","","","Sacré-Coeur, Dakar, Sénégal"
"1716417808-161","https://sn.coinafrique.com/categorie/villas?page=9","Vente villa 4 pièces - Sicap Liberté","https://sn.coinafrique.com/annonce/villas/vente-villa-4-pieces-sicap-liberte-4541232","Nbre de pièces4","Nbre de salles de bain1","Superficie175","Sicap Liberté, Dakar, Sénégal"
"1716417811-162","https://sn.coinafrique.com/categorie/villas?page=9","Vente villas 5 pièces - Ouest foire","https://sn.coinafrique.com/annonce/villas/vente-villas-5-pieces-ouest-foire-4541240","Nbre de pièces5","Nbre de salles de bain4","Superficie150","Ouest Foire, Dakar, Sénégal"
"1716417813-163","https://sn.coinafrique.com/categorie/villas?page=9","Location villa 6 pièces - Almadies","https://sn.coinafrique.com/annonce/villas/location-villa-6-pieces-almadies-4543595","","","","Almadies, Dakar, Sénégal"
"1716417816-164","https://sn.coinafrique.com/categorie/villas?page=9","Vente villa 08 pièces - Parcelles Assainies","https://sn.coinafrique.com/annonce/villas/vente-villa-08-pieces-parcelles-assainies-4587715","Nbre de pièces6","Nbre de salles de bain3","Superficie165 m2","Parcelle Assainies, Dakar, Sénégal"
"1716417819-165","https://sn.coinafrique.com/categorie/villas?page=9","Vente villa 6 pièces - Point E","https://sn.coinafrique.com/annonce/villas/vente-villa-6-pieces-point-e-4587917","Nbre de pièces6","Nbre de salles de bain4","Superficie239","Point E, Dakar, Sénégal"
"1716417822-166","https://sn.coinafrique.com/categorie/villas?page=9","Vente villa 9 pièces - Sicap liberté","https://sn.coinafrique.com/annonce/villas/vente-villa-9-pieces-sicap-liberte-4562979","Nbre de pièces9","Nbre de salles de bain6","Superficie88","Sicap Liberté, Dakar, Sénégal"
"1716417825-167","https://sn.coinafrique.com/categorie/villas?page=9","Location villa 6 pièces - Mermoz - Sacré coeur","https://sn.coinafrique.com/annonce/villas/location-villa-6-pieces-mermoz-sacre-coeur-4570072","Nbre de pièces6","Nbre de salles de bain6","Superficie500","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1716417829-168","https://sn.coinafrique.com/categorie/villas?page=9","Location villa 7 pièces avec piscine - Almadies","https://sn.coinafrique.com/annonce/villas/location-villa-7-pieces-avec-piscine-almadies-4570077","Nbre de pièces6","Nbre de salles de bain6","Superficie500","Almadies, Dakar, Sénégal"
